TableName,TableType,Tier,Plan,Retention,Status,LastIngestion,TotalGB,EstCostUSD
ADFSandboxPipelineRun,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlOnlineEndpointEventLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SignalRServiceDiagnosticLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ANFFileAccess,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PFTitleAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
VIAudit,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
VIIndexing,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDConnectionGraphicsDataPreview,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AzureAttestationDiagnostics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MCVPOperationLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MCVPAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlOnlineEndpointTrafficLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseGatewayApiRequests,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseIntegrationActivityRuns,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseBigDataPoolApplicationsEnded,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseBuiltinSqlPoolRequestsEnded,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
UCClientReadinessStatus,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
UCDeviceAlert,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
UCServiceUpdateStatus,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
UCUpdateAlert,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageAntimalwareScanResults,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADB2CRequestLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodFarmManagementLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AgriFoodWeatherLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseIntegrationPipelineRuns,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADDomainServicesDNSAuditsGeneral,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlRegistryReadEventsLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AACAudit,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AddonAzureBackupJobs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AddonAzureBackupPolicy,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AddonAzureBackupStorage,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppServiceAppLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CoreAzureBackup,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADDomainServicesLogonLogoff,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASRReplicatedItems,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AzureBackupOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CIEventsAudit,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CIEventsOperational,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseRbacOperations,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AddonAzureBackupProtectedInstance,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NTATopologyDetails,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AMWMetricsUsageDetails,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ASRJobs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
UCClient,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
UCClientUpdateStatus,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NTAIpDetails,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NTAInsights,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AzureActivityV2,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ApiManagementGatewayLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerAppSystemLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NGXSecurityLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AddonAzureBackupAlerts,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
LASummaryLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AEWAssignmentBlobLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppServiceAuthenticationLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADDomainServicesAccountManagement,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADDomainServicesDirectoryServiceAccess,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADDomainServicesPolicyChange,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADDomainServicesPrivilegeUse,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDAutoscaleEvaluationPooled,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OEPAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ApiManagementWebSocketConnectionLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OEPAirFlowTask,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PurviewSecurityLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlComputeCpuGpuUtilization,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerInstanceLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlRegistryWriteEventsLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DCRLogTroubleshooting,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CassandraLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
FailedIngestion,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADXIngestionBatching,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADXJournal,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SucceededIngestion,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADXTableDetails,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADXTableUsageStatistics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Windows365AuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AzureMetricsV2,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AmlRunStatusChangedEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DCRLogErrors,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CustomWebApp_CL,CustomLog,HOT,Analytics,90,HAS DATA,2/14/2026 2:00:00 PM,0,0
