TableName,TableType,Tier,Plan,Retention,Status,LastIngestion,TotalGB,EstCostUSD
MDCFileIntegrityMonitoringEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MDCDetectionFimEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MDCDetectionK8SApiEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MDCDetectionGatingValidationEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACLUserDefinedLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksMarketplaceConsumer,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DevCenterConnectionLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Arcon_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DHCP_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
test_dhcp_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DHCPASH_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
basila_test_SRCH,SearchResults,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Acron_logstash_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ZPA_CL,CustomLog,HOT,Analytics,30,NO INGESTION,No Ingestion,0,0
SendGridv1_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ParthCustomIngestor_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
melsomeranvindomlogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OracleFusionSecurityAudit_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
superIngestion_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Tenable_VM_Compliance_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Tenable_VM_Vuln_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Tenable_VM_Asset_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Tenable_WAS_Asset_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Tenable_WAS_Vuln_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
TestAnush_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CustomOracle_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SecurityAlert_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SecurityIncident_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SalesforceServiceCloudV2_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
EasmLabel_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ParthsOracleConnector_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
W3IISLogsBasic_CL,CustomLog,HOT,Analytics,30,NO INGESTION,No Ingestion,0,0
CommonSecLogBasic_CL,CustomLog,COOL,Basic,30,NO INGESTION,No Ingestion,0,0
vishnu_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Jira_Audit_v2_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
cosec_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
testarunnew_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Windowslog_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
arunrajkuttu_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
okok_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
connected_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
redhatlogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
TestCustomDataIngestion_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
custom_fortinet_table_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
EntraIDLogsEH_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Entraidlogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
BasicSecurityEvent_CL,CustomLog,COOL,Basic,30,NO INGESTION,No Ingestion,0,0
ComplianceTable_CL,CustomLog,COOL,Basic,30,NO INGESTION,No Ingestion,0,0
Test_SRCH,SearchResults,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
TestSearchJobs_SRCH,SearchResults,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CustomIISLogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CustomIISLogs2_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SharedIISLogs2_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Adibtest_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Sumaira_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ApacheHTTPServer_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Desc_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CustomLogsAMA_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Parth_DHCP_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
desktopCentral_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
VTIPReport_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DefectDojoUsers_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DefectDojoDetails_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DefectDojoEndpoints_CL,CustomLog,HOT,Analytics,90,HAS DATA,01-12-2026 06:00,0,0
SecurityAlertsFromGraphApi_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StellarCases_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OracleSecurityEventLogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
syslog_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
adr_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
wineventlog_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SalesforceServiceCloud_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ade_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
superstoragelogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Cloudflare_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CustomJsonGzLogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
RadWareAccessLogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ParthOnWebhook_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
TestEventsWebhook_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SendGrid_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
IncidentDetails_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Mashreq_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
UEBA_Mashreq_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ser_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DataLossPreventionAlerts_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
VulnerabilityDetails_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Generate_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
arundingan_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppEvents_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
IISLogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OracleFusionAudit_CL,CustomLog,HOT,Analytics,90,HAS DATA,12/24/2025 12:00:00 PM,0,0
OracleFusionSignin_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MyCustomSecurityLogs_CL,CustomLog,HOT,Analytics,30,NO INGESTION,No Ingestion,0,0
MyIISecurityLogs_CL,CustomLog,COOL,Basic,30,NO INGESTION,No Ingestion,0,0
Anushbasic_CL,CustomLog,COOL,Basic,30,NO INGESTION,No Ingestion,0,0
sukhdeep_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CcfThreatIntel_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
basila_cl_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ForcepointOne_CASB_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ForcepointONEWEBconnector_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ForcepointONECASBconnector_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ParthCustomDataIngestion_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ThreatFoxRawIngestion_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
IOCvishnu_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Basilaioc_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
newdatasourcce_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DefenderVulnerabilityDetailsRESTAPI_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Windows2019_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
GitHubAuditLogPolling_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
githubscanaudit_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
TempLogs_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DevCenterAgentHealthLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
RedHatLogstashIngestion_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_Audit_Events_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksFilesystem,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksApps,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksClusterPolicies,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksDataRooms,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksGroups,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksMarketplaceProvider,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksOnlineTables,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksRBAC,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksRFA,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksVectorSearch,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksLineageTracking,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksWebhookNotifications,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksLakeviewConfig,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksFiles,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksBudgetPolicyCentral,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NetworkAccessTraffic,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OEPElasticOperator,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OEPElasticsearch,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OEPDataplaneLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDMultiLinkAdd,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
EdgeActionConsoleLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
EdgeActionServiceLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksWorkspaceFiles,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ACSCallDiagnostics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksIngestion,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksDataMonitoring,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NTARuleRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MeshControlPlane,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AHCIDiagnosticLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADNonInteractiveUserSignInLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
RetinaNetworkFlowLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerNetworkLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWDnsQuery,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AZFWDnsFlowTrace,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DurableTaskSchedulerLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ZTSRequest,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ApiManagementGatewayMCPLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PGSQLQueryStoreQueryText,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OTelResources,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OTelSpans,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OTelEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OTelLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OTelTraces,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
OTelTracesAgent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AGSUpdateEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksBrickStoreHttpGateway,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksDashboards,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksCloudStorageMetadata,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksPredictiveOptimization,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AGWAccessLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PfSenseLSNew_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AGWFirewallLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CDBDataPlaneRequests5M,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADSecurityAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SCOMAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SQLAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HealthStateChangeEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
VMBoundPort,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
VMComputer,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADReplicationResult,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
VMProcess,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
KubeNodeInventory,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WindowsServerAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerLogV2,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_Secondary_Data_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_Additional_Events_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_UserMgmt_Events_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_Registry_Events_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_Network_Events_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_Process_Events_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_Auth_Events_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_File_Events_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CrowdStrike_DNS_Events_CL,CustomLog,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerInventory,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SPAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SharePointOnlineAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SfBOnlineAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
CDBDataPlaneRequests15M,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
StorageMalwareScanningResults,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NCCKubernetesAPIAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NetworkAccessConnectionEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NetworkAccessGenerativeAIInsights,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
EnrichedMicrosoft365AuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NetworkAccessAlerts,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerImageInventory,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerNodeInventory,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerServiceLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
KubeEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
KubeHealth,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
KubeMonAgentEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
KubePodInventory,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
KubeServices,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
VMConnection,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
KubePVInventory,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WindowsClientAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AzureAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ExchangeAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ExchangeOnlineAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SCCMAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SfBAssessmentRecommendation,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NTANetAnalytics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AGWPerformanceLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
DatabricksMLflowAcledArtifact,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AADDomainServicesDNSAuditsDynamicUpdates,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADFSSISPackageExecutionComponentPhases,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADFSSISPackageExecutionDataStatistics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ABSBotRequests,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
NWConnectionMonitorDestinationListenerResult,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AEWAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MicrosoftDataShareReceivedSnapshotLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MicrosoftDataShareSentSnapshotLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
PurviewScanStatusLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightKafkaLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightKafkaMetrics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightHBaseLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightHBaseMetrics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightStormLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightStormMetrics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightStormTopologyMetrics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightAmbariSystemMetrics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightAmbariClusterAlerts,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkApplicationEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkBlockManagerEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkEnvironmentEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightJupyterNotebookEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkExecutorEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkExtraEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADFSSISPackageExecutableStatistics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkJobEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADFSSISPackageEventMessageContext,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADFSSISIntegrationRuntimeLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WindowsFirewall,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SecurityDetection,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ConfigurationData,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ConfigurationChange,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SqlVulnerabilityAssessmentResult,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
BlockchainProxyLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
BlockchainApplicationLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerRegistryLoginEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
MicrosoftDataShareShareLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppServiceAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppServiceFileAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ContainerRegistryRepositoryEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ComputerGroup,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
W3CIISLog,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ETWEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ServiceFabricOperationalEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ServiceFabricReliableActorEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ServiceFabricReliableServiceEvent,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Usage,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
Perf,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppCenterError,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppServiceIPSecAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppServiceAntivirusScanAuditLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADFSSISPackageEventMessages,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkSQLExecutionEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkStageEvents,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
HDInsightSparkStageTaskAccumulables,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseDXFailedIngestion,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseDXIngestionBatching,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseDXQuery,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseDXSucceededIngestion,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseDXTableDetails,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
SynapseDXTableUsageStatistics,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WVDErrors,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppPlatformIngressLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
ADFSandboxActivityRun,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
AppPlatformBuildLogs,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WebPubSubConnectivity,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WebPubSubHttpRequest,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
WebPubSubMessaging,Microsoft,HOT,Analytics,90,NO INGESTION,No Ingestion,0,0
